symbol,sector,Ask,Ask.Size,Average.Daily.Volume,Bid,Bid.Size,Book.Value,Change,Change.From.200.day.Moving.Average,Change.From.50.day.Moving.Average,Change.From.52.week.High,Change.From.52.week.Low,Change.in.Percent,Currency,Days.High,Days.Low,Days.Range,Dividend.Pay.Date,Dividend.per.Share,Dividend.Yield,EBITDA,EPS,EPS.Estimate.Current.Year,EPS.Estimate.Next.Quarter,EPS.Estimate.Next.Year,Ex.Dividend.Date,Float.Shares,High.52.week,Last.Trade.Date,Last.Trade.Price.Only,Last.Trade.Size,Last.Trade.With.Time,Low.52.week,Market.Capitalization,Moving.Average.200.day,Moving.Average.50.day,Name,Open,PE.Ratio,PEG.Ratio,Percent.Change.From.200.day.Moving.Average,Percent.Change.From.50.day.Moving.Average,Percent.Change.From.52.week.High,Percent.Change.From.52.week.Low,Previous.Close,Price.to.Book,Price.to.EPS.Estimate.Current.Year,Price.to.EPS.Estimate.Next.Year,Price.to.Sales,Range.52.week,Revenue,Shares.Outstanding,Short.Ratio,Stock.Exchange,Target.Price.1.yr.,Volume,Return.Avg.50.day
RAVN,Capital Goods,30.85,200,175728,30.8,200,7.17,-0.25,4.6,1.38,-0.75,15.84,-0.008,USD,31.2,30.65,30.65 - 31.20,4/28/17,0.52,1.68,4.63E+07,0.56,0.81,0.19,0.9,4/12/17,3.59E+07,31.6,5/2/17,30.85,100,12:14pm - <b>30.85</b>,15.01,1.12E+09,26.25,29.47,"Raven Industries, Inc.",31.05,55.39,2.56,0.1754,0.0467,-0.0237,1.0553,31.1,4.34,38.09,34.28,4.06,15.01 - 31.60,2.77E+08,3.62E+07,2.15,NMS,29.5,26071,0.002919188
RBCN,Technology,0.75,400,156838,0.74,100,1.88,0,0.15,-0.01,-0.21,0.29,0,USD,0.78,0.73,0.73 - 0.78,NA,NA,NA,-2.82E+07,-2.39,-0.8,0,-0.4,NA,2.35E+07,0.96,5/2/17,0.75,2.50E+04,12:13pm - <b>0.75</b>,0.46,2.02E+07,0.6,0.76,"Rubicon Technology, Inc.",0.73,NA,0,0.2531,-0.0132,-0.2179,0.6269,0.75,0.4,NA,NA,1.03,0.46 - 0.96,1.96E+07,2.69E+07,3.4,NCM,0.75,165766,0.008209735
RCII,Technology,12.18,500,2234790,12.17,100,4.985,1.505,2.118,2.377,-2.715,4.415,0.14105,USD,12.56,11.17,11.170 - 12.560,4/20/17,0.32,2.99,1.85E+08,-1.98,0.19,0.06,1,3/30/17,4.27E+07,14.89,5/2/17,12.175,100,12:17pm - <b>12.175</b>,7.76,6.48E+08,10.057,9.798,Rent-A-Center Inc.,11.17,NA,11.23,0.21055,0.24257,-0.18234,0.56894,10.67,2.14,64.079,12.175,0.192,7.760 - 14.890,2.96E+09,5.32E+07,8.88,NMS,10.69,2514424,0.005204797
RCKY,Consumer Non-Durables,14.9,400,34866,14.85,500,18.27,0.05,3.58,3.28,-0.3,4.95,0.0034,USD,15.15,14.85,14.85 - 15.15,3/10/17,0.44,3.1,1.14E+07,-0.06,0.92,0.41,1.05,2/24/17,6.73E+06,15.2,5/2/17,14.9,100,12:08pm - <b>14.90</b>,9.95,1.11E+08,11.32,11.62,"Rocky Brands, Inc.",15,NA,1.52,0.3161,0.2823,-0.0197,0.4975,14.85,0.81,16.2,14.19,0.42,9.95 - 15.20,2.66E+08,7.44E+06,1.82,NMS,12.5,37185,0.005615456
RCMT,Technology,4.81,100,11546,4.76,200,2.62,0.02,-1.11,-0.01,-2.42,0.3,0.0042,USD,4.81,4.79,4.79 - 4.81,12/30/15,0,0,6.97E+06,0.14,0.41,0,0.57,12/18/15,7.62E+06,7.23,5/2/17,4.81,100,12:03pm - <b>4.81</b>,4.51,5.74E+07,5.92,4.82,"RCM Technologies, Inc.",4.79,34.36,0,-0.187,-0.0024,-0.3347,0.067,4.79,1.83,NA,NA,0.32,4.51 - 7.23,1.76E+08,1.19E+07,1.09,NGM,2.5,2075,-0.004479754
RCON,Energy,1.28,1.00E+03,78938,1.24,3600,0.957,-0.0183,-0.0231,-0.0434,-0.9583,0.4032,-0.014297,USD,1.33,1.25,1.2500 - 1.3300,NA,NA,NA,-5.28E+06,-0.962,NA,0,NA,NA,3.58E+06,2.22,5/2/17,1.2617,456,12:08pm - <b>1.2617</b>,0.8585,7.86E+06,1.2849,1.3051,"Recon Technology, Ltd.",1.31,NA,0,-0.018018,-0.033284,-0.431667,0.469656,1.28,1.3375,NA,NA,1.1346,0.8585 - 2.2200,7.03E+06,6.23E+06,2.59,NCM,NA,42335,-5.64E-06
RDCM,Technology,18.85,100,36910,18.8,100,3.465,-0.1746,0.0775,-0.2775,-3.5246,7.7154,-0.00919,USD,19.1,18.7,18.7000 - 19.1000,NA,NA,NA,1.41E+06,0.18,0.24,0.04,0.53,NA,7.97E+06,22.35,5/2/17,18.8254,100,12:14pm - <b>18.8254</b>,11.11,2.20E+08,18.7479,19.1029,Radcom Ltd.,19.1,104.5855,5.25,0.004134,-0.014527,-0.1577,0.694455,19,5.4834,78.4392,35.5196,7.5144,11.1100 - 22.3500,2.95E+07,1.17E+07,12.21,NCM,27,8343,0.002444631
RDI,Consumer Services,15.44,100,31910,15.41,200,6.14,-0.25,-0.06,0.13,-1.75,3.55,-0.0159,USD,16.56,15.33,15.33 - 16.56,NA,NA,NA,5.02E+07,0.4,0.59,0.17,0.68,NA,1.68E+07,17.18,5/2/17,15.43,100,12:14pm - <b>15.43</b>,11.88,3.58E+08,15.49,15.3,Reading International Inc,15.65,38.58,0,-0.0039,0.0083,-0.1019,0.2988,15.68,2.56,26.15,22.69,1.34,11.88 - 17.18,2.70E+08,2.32E+07,5.03,NCM,26.5,14701,-6.37E-04
RDIB,Consumer Services,22.55,100,67,17.12,200,6.14,0,6.49,5.21,-2.42,5.6,0,USD,NA,NA,NA,NA,NA,NA,5.02E+07,0.4,NA,0,NA,NA,1.68E+07,20.42,4/7/17,18,NA,10:31am - <b>18.00</b>,12.4,4.17E+08,11.51,12.79,Reading International Inc,19.5,45,0,0.5637,0.407,-0.1185,0.4516,18,2.93,NA,NA,1.54,12.40 - 20.42,2.70E+08,2.32E+07,1.66,NCM,NA,0,0.001724437
RDNT,Health Care,6.15,1200,124233,6.1,1100,1.04,0.05,-0.06,0.3,-1.83,1.32,0.0082,USD,6.25,6.05,6.05 - 6.25,NA,NA,NA,1.07E+08,0.15,0.27,0.06,0.34,NA,2.83E+07,7.98,5/2/17,6.15,100,12:04pm - <b>6.15</b>,4.83,2.90E+08,6.21,5.85,"RadNet, Inc.",6.1,41,2.35,-0.0097,0.0509,-0.2293,0.2733,6.1,5.86,22.78,18.09,0.33,4.83 - 7.98,8.85E+08,4.72E+07,2.21,NGM,7.67,24020,-3.21E-04
RECN,Miscellaneous,14,700,138536,13.95,600,7.88,-0.05,-2.31,-1.21,-5.8,1.59,-0.0036,USD,14.23,13.85,13.85 - 14.23,6/15/17,0.44,3.17,4.63E+07,0.65,0.68,0.17,0.87,2/14/17,2.80E+07,19.8,5/2/17,14,100,12:12pm - <b>14.00</b>,12.41,4.15E+08,16.31,15.21,"Resources Connection, Inc.",14.1,21.67,2.62,-0.1414,-0.0795,-0.2929,0.1281,14.05,1.78,20.59,16.09,0.71,12.41 - 19.80,5.87E+08,2.97E+07,4.1,NMS,14.67,57171,-0.003625503
REFR,Miscellaneous,1.25,14800,50248,1.21,300,0.2,0.04,-0.53,-0.11,-3.53,0.06,0.0331,USD,1.25,1.2,1.20 - 1.25,NA,NA,NA,-4.08E+06,-0.18,-0.14,-0.04,-0.12,NA,1.72E+07,4.78,5/2/17,1.25,100,12:14pm - <b>1.25</b>,1.19,3.01E+07,1.78,1.36,Research Frontiers Incorporated,1.22,NA,-0.31,-0.2963,-0.0828,-0.7384,0.0504,1.21,5.93,NA,NA,23.54,1.19 - 4.78,1.24E+06,2.40E+07,17.33,NCM,2.75,29797,-0.006101354
REGI,Basic Industries,10.6,1300,319579,10.55,1100,15.75,0,1.08,0.38,-0.1,2.65,0,USD,10.65,10.4,10.40 - 10.65,NA,NA,NA,9.79E+07,1.06,1.18,0.17,0.81,NA,3.38E+07,10.65,5/2/17,10.55,100,12:14pm - <b>10.55</b>,7.9,4.07E+08,9.47,10.17,"Renewable Energy Group, Inc.",10.6,9.95,0.6,0.1145,0.0371,-0.0094,0.3354,10.55,0.67,8.94,13.02,0.2,7.90 - 10.65,2.04E+09,3.86E+07,34.29,NMS,12.33,76717,0.003644023
REGN,Health Care,397.99,200,923100,397.46,200,42.19,1.82,23.41,19.44,-54.97,72.64,0.0046,USD,398.72,392.7,392.70 - 398.72,NA,NA,NA,1.44E+09,7.7,12.91,3.21,15.32,NA,7.77E+07,452.96,5/2/17,397.99,100,12:16pm - <b>397.99</b>,325.35,4.20E+10,374.58,378.55,"Regeneron Pharmaceuticals, Inc.",396.65,51.69,1.68,0.0625,0.0513,-0.1214,0.2233,396.17,9.39,30.83,25.98,8.6,325.35 - 452.96,4.86E+09,1.05E+08,2.82,NMS,416.43,294841,9.62E-04
REIS,Miscellaneous,18.9,100,2.60E+04,18.55,300,8.621,-0.125,-1.603,0.398,-8.015,1.675,-0.00668,USD,18.9,18.5,18.500 - 18.900,3/15/17,0.68,3.62,9.50E+06,0.24,0.27,0.04,0.48,3/6/17,8.07E+06,26.59,5/2/17,18.575,200,11:45am - <b>18.575</b>,16.9,2.13E+08,20.178,18.177,"Reis, Inc",18.75,77.396,0,-0.07943,0.02189,-0.30143,0.09911,18.7,2.169,68.796,38.698,4.517,16.900 - 26.590,4.75E+07,1.15E+07,5.52,NMS,23.67,891,-0.001857747
RELL,Consumer Non-Durables,6,200,29938,5.88,200,10.22,-0.06,-0.13,0.02,-1.3,0.85,-0.01,USD,6.32,5.88,5.88 - 6.32,5/24/17,0.24,4.01,-2.27E+06,-0.55,-0.53,0,0.21,2/3/17,9.79E+06,7.24,5/2/17,5.94,100,12:17pm - <b>5.94</b>,5.09,7.63E+07,6.07,5.92,"Richardson Electronics, Ltd.",6.18,NA,-0.56,-0.0212,0.0039,-0.1796,0.167,6,0.59,NA,NA,0.55,5.09 - 7.24,1.39E+08,1.28E+07,2.08,NMS,12.5,36222,-5.84E-04
RELY,Consumer Non-Durables,2.6,3600,372441,2.55,1.03E+05,1.16,0.025,-2.322,-0.18,-6.335,0.675,0.0098,USD,2.6,2.5,2.500 - 2.600,NA,NA,NA,4.70E+07,-3.687,-1.15,-0.27,-0.77,NA,2.61E+07,8.91,5/2/17,2.575,300,12:14pm - <b>2.575</b>,1.9,7.41E+07,4.897,2.755,"Real Industry, Inc.",2.55,NA,-0.13,-0.47412,-0.06534,-0.711,0.35526,2.55,2.198,NA,NA,0.059,1.900 - 8.910,1.25E+09,2.88E+07,2.67,NMS,6,94696,-0.011646313
REPH,Health Care,7.97,200,120874,7.94,100,3.76,-0.04,0.26,-0.05,-4.53,2.08,-0.005,USD,8.26,7.82,7.82 - 8.26,NA,NA,NA,-8.84E+06,-2.82,-2.49,-0.51,-2.77,NA,7.77E+06,12.5,5/2/17,7.97,100,11:56am - <b>7.97</b>,5.89,1.52E+08,7.71,8.02,"Recro Pharma, Inc.",8.08,NA,0,0.0344,-0.0067,-0.3624,0.3531,8.01,2.13,NA,NA,2.2,5.89 - 12.50,6.93E+07,1.91E+07,3.48,NCM,17.2,22449,7.33E-04
RETA,Health Care,21.03,100,48280,20.82,100,-9.62,-0.25,-3.61,-2.55,-20.87,9.7,-0.0119,USD,21,20.73,20.73 - 21.00,NA,NA,NA,-6.20E+06,-0.31,-0.68,-0.1,-1.23,NA,1.06E+07,41.6,5/2/17,20.73,150,12:03pm - <b>20.73</b>,11.03,4.63E+08,24.34,23.28,"Reata Pharmaceuticals, Inc.",21,NA,0,-0.1483,-0.1094,-0.5017,0.8794,20.98,NA,NA,NA,9.43,11.03 - 41.60,4.97E+07,2.23E+07,26.79,NGM,43.2,6014,-0.002062388
REXX,Energy,0.4798,300,1242310,0.47,2700,0.107,-0.0134,-0.0873,0.0052,-0.5694,0.2006,-0.03018,USD,0.5293,0.4301,0.4301 - 0.5293,NA,NA,NA,-2.35E+07,-1.373,-0.14,-0.07,-0.15,NA,8.79E+07,1,5/2/17,0.4306,3.00E+03,12:17pm - <b>0.4306</b>,0.23,4.11E+07,0.5179,0.4254,Rex Energy Corporation,0.4662,NA,-0.25,-0.168514,0.012155,-0.5694,0.872174,0.444,4.1495,NA,NA,0.3048,0.2300 - 1.0000,1.39E+08,9.54E+07,6.32,NCM,0.79,3132287,-0.013078714
RGCO,Public Utilities,23.42,300,11639,23.06,100,7.96,0.15,4.76,1.57,-1.9,8.46,0.0066,USD,23.42,23,23.00 - 23.42,5/1/17,0.58,2.61,1.76E+07,0.85,NaN,0,NA,4/12/17,6.22E+06,24.9,5/2/17,23,150,12:13pm - <b>23.00</b>,14.54,1.66E+08,18.24,21.43,RGC Resources Inc.,22.85,26.96,0,0.2612,0.0733,-0.0763,0.5818,22.85,2.87,NA,NA,2.66,14.54 - 24.90,6.18E+07,7.21E+06,0.33,NGM,NA,2361,0.005907005
RGEN,Health Care,36.51,200,233103,36.45,200,4.99,-0.76,4.57,1.68,-1.09,15.39,-0.0204,USD,37.29,36.27,36.27 - 37.29,NA,NA,NA,2.68E+07,0.34,0.55,0.17,0.73,NA,3.35E+07,37.59,5/2/17,36.5,100,12:15pm - <b>36.50</b>,21.11,1.24E+09,31.93,34.82,Repligen Corporation,37.26,107.35,2.68,0.1433,0.0482,-0.029,0.729,37.26,7.47,66.36,50,12.06,21.11 - 37.59,1.05E+08,3.38E+07,15.43,NMS,36.6,60222,0.003639906
RGLD,Basic Industries,69.94,100,620720,69.9,100,34.67,0.84,1.36,0.18,-17.8,18.18,0.0122,USD,70.03,68.7,68.70 - 70.03,4/21/17,0.96,1.36,2.84E+08,0.16,1.58,0.41,1.93,4/5/17,6.48E+07,87.74,5/2/17,69.94,100,12:16pm - <b>69.94</b>,51.76,4.57E+09,68.58,69.76,"Royal Gold, Inc.",68.83,431.73,1.28,0.0199,0.0026,-0.2029,0.3512,69.1,1.99,44.27,36.24,11.01,51.76 - 87.74,4.10E+08,6.53E+07,4.4,NMS,85.08,148530,4.64E-05
RGLS,Health Care,1.75,51400,1039570,1.7,2300,1.06,0.06,-0.27,0.25,-4.61,0.77,0.0364,USD,1.75,1.62,1.62 - 1.75,NA,NA,NA,-7.92E+07,-1.55,-1.34,-0.35,-1.07,NA,3.62E+07,6.32,5/2/17,1.71,2.00E+03,12:15pm - <b>1.71</b>,0.94,9.05E+07,1.98,1.46,Regulus Therapeutics Inc.,1.65,NA,-0.03,-0.1372,0.1687,-0.7294,0.8191,1.65,1.56,NA,NA,73.15,0.94 - 6.32,1.19E+06,5.29E+07,3.17,NGM,5.8,471581,0.006826765
RGNX,Health Care,20.9,300,298298,20.8,300,6.11,-1.4,1.35,0.65,-3.7,13.78,-0.0629,USD,22.48,20.85,20.85 - 22.48,NA,NA,NA,-6.48E+07,-2.38,-3.07,-0.73,-3.18,NA,1.97E+07,24.55,5/2/17,20.85,100,12:16pm - <b>20.85</b>,7.07,5.53E+08,19.5,20.2,REGENXBIO Inc.,22.3,NA,0.29,0.0693,0.0322,-0.1507,1.949,22.25,3.64,NA,NA,128.55,7.07 - 24.55,4.59E+06,2.65E+07,6.59,NMS,34,136784,0.004232516
RGSE,Basic Industries,1.26,700,1304180,1.23,9600,4.21,-0.01,0.05,-0.03,-352.76,0.19,-0.008,USD,1.28,1.23,1.23 - 1.28,NA,NA,NA,-1.11E+07,-183.54,-0.78,0,-0.78,NA,7.46E+06,354,5/2/17,1.24,100,12:16pm - <b>1.24</b>,1.05,9.28E+06,1.19,1.27,"Real Goods Solar, Inc.",1.24,NA,0,0.0389,-0.0273,-0.9965,0.181,1.25,0.3,NA,NA,0.54,1.05 - 354.00,1.74E+07,7.48E+06,0.69,NCM,79.8,124361,-0.007975241
RIBT,Consumer Non-Durables,0.9,700,22026,0.87,600,0.01,0.01,-0.09,0.04,-1.32,0.18,0.0116,USD,0.88,0.86,0.86 - 0.88,NA,NA,NA,-4.17E+06,-0.97,-0.13,-0.01,0.04,NA,6.29E+06,2.19,5/2/17,0.87,140,10:42am - <b>0.87</b>,0.69,9.26E+06,0.96,0.83,RiceBran Technologies,0.87,NA,-0.17,-0.096,0.0478,-0.6027,0.2636,0.86,143.33,NA,21.75,0.23,0.69 - 2.19,3.94E+07,1.06E+07,2.41,NCM,3,4321,1.06E-05
RICK,Consumer Services,16.9,100,41805,16.85,100,13.28,-0.16,1.44,0.06,-1.1,7,-0.0094,USD,17.15,16.84,16.84 - 17.15,3/27/17,0.12,0.72,3.37E+07,1.15,1.32,0.36,1.7,3/8/17,8.40E+06,18,5/2/17,16.9,100,12:07pm - <b>16.90</b>,9.9,1.64E+08,15.46,16.84,"RCI Hospitality Holdings, Inc.",17.05,14.72,0.32,0.0933,0.0036,-0.0611,0.7071,17.06,1.28,12.8,9.94,1.23,9.90 - 18.00,1.35E+08,9.72E+06,1.74,NGM,28,2630,-5.76E-04
RIGL,Health Care,2.88,17800,1249090,2.87,2500,0.55,-0.05,0.2,-0.18,-1.5,0.94,-0.0171,USD,2.98,2.85,2.85 - 2.98,NA,NA,NA,-6.30E+07,-0.73,-0.51,-0.13,-0.39,NA,1.16E+08,4.38,5/2/17,2.88,100,12:15pm - <b>2.88</b>,1.94,3.52E+08,2.68,3.06,"Rigel Pharmaceuticals, Inc.",2.93,NA,-0.09,0.0728,-0.0586,-0.3425,0.4845,2.93,5.29,NA,NA,17.58,1.94 - 4.38,2.04E+07,1.22E+08,2.82,NMS,6.2,315481,0.005454542
RKDA,Basic Industries,0.78,400,75193,0.72,100,0.5,0.07,-0.27,0.03,-1.97,0.13,0.1001,USD,0.78,0.7,0.70 - 0.78,NA,NA,NA,-1.71E+07,-0.44,-0.3,-0.07,0.14,NA,3.49E+07,2.75,5/2/17,0.78,100,12:09pm - <b>0.78</b>,0.65,3.47E+07,1.05,0.75,"Arcadia Biosciences, Inc.",0.7,NA,-0.15,-0.2557,0.0397,-0.7164,0.2091,0.71,1.42,NA,5.57,9.9,0.65 - 2.75,3.19E+06,4.45E+07,1.74,NGM,4,25313,-0.007476666
RLJE,Consumer Services,2.79,1700,45725,2.76,100,-5.39,0,0.79,0.23,-0.84,1.7,0,USD,2.79,2.79,2.79 - 2.79,NA,NA,NA,3.05E+06,-5.69,-1.85,0,-0.46,NA,3.13E+06,3.63,5/2/17,2.79,120,11:06am - <b>2.79</b>,1.09,1.35E+07,2,2.56,"RLJ Entertainment, Inc.",2.8,NA,0,0.3942,0.0878,-0.2314,1.5596,2.79,NA,NA,NA,0.17,1.09 - 3.63,8.02E+07,4.83E+06,1.28,NCM,8,3130,0.00600973
RLOG,Consumer Services,0.72,9100,181782,0.69,400,1.251,-0.002162,-0.112162,0.020695,-2.242162,0.197838,-0.00304504,USD,0.7171,0.68,0.680000 - 0.717100,NA,NA,NA,2.69E+07,-0.952,-0.57,0.13,-0.18,NA,1.14E+07,2.95,5/2/17,0.707838,1.00E+03,11:54am - <b>0.707838</b>,0.51,1.32E+07,0.82,0.687143,"Rand Logistics, Inc.",0.68,NA,-0.01,-0.13678292,0.03011741,-0.76005493,0.38791767,0.71,0.567546,NA,NA,0.113235,0.510000 - 2.950000,1.17E+08,1.86E+07,1.28,NCM,2,12412,-0.002559606
RMBS,Technology,12.69,1.00E+03,669197,12.68,500,5.4,0.14,-0.36,-0.17,-1.81,1.56,0.0112,USD,12.69,12.54,12.54 - 12.69,NA,NA,NA,1.06E+08,0.07,0.62,0.16,0.71,NA,1.11E+08,14.5,5/2/17,12.69,100,12:16pm - <b>12.69</b>,11.13,1.41E+09,13.05,12.86,"Rambus, Inc.",12.57,181.29,1.38,-0.0278,-0.0134,-0.1248,0.1402,12.55,2.33,20.47,17.87,3.87,11.13 - 14.50,3.61E+08,1.11E+08,7.54,NMS,15.47,358242,-5.51E-05
RMCF,Consumer Non-Durables,12.87,800,16525,12.53,100,3.27,0.05,1.76,0.92,-0.65,3.08,0.004,USD,12.89,12.52,12.52 - 12.89,3/10/17,0.48,3.7,7.41E+06,0.87,0.71,0,0.96,2/22/17,4.57E+06,13.23,5/2/17,12.58,100,12:16pm - <b>12.58</b>,9.5,7.36E+07,10.82,11.66,Rocky Mountain Chocolate Factor,12.52,14.54,0,0.1622,0.0791,-0.0491,0.3242,12.53,3.83,NA,NA,1.88,9.50 - 13.23,3.89E+07,5.85E+06,0.7,NGM,18,2211,0.002803803
RMGN,Miscellaneous,0.8998,100,63770,0.89,900,0.226,0.0119,0.143,0.0832,-0.4005,0.3094,0.013362,USD,0.8997,0.853,0.8530 - 0.8997,NA,NA,NA,-1.46E+06,-0.129,-0.06,-0.03,0.08,NA,2.37E+07,1.3,5/2/17,0.8995,100,11:13am - <b>0.8995</b>,0.5901,4.01E+07,0.7565,0.8163,RMG Networks Holding Corporatio,0.89,NA,-0.7,0.189074,0.101942,-0.308077,0.524318,0.8876,3.9276,NA,11.2438,1.0534,0.5901 - 1.3000,3.76E+07,4.46E+07,0.66,NCM,1.1,22400,0.005500941
RMR,Consumer Services,54.05,100,49775,53.9,200,8.79,0.15,9.39,3.49,-0.9,28.65,0.0028,USD,54.05,53.65,53.65 - 54.05,5/18/17,1,1.9,1.53E+08,2.72,2.84,0.47,2.86,4/19/17,1.49E+07,54.95,5/2/17,54.05,100,12:15pm - <b>54.05</b>,25.4,8.69E+08,44.66,50.56,The RMR Group Inc.,54,19.89,0.14,0.2103,0.0691,-0.0164,1.128,53.9,6.13,19.03,18.9,3.89,25.40 - 54.95,2.23E+08,1.61E+07,1.36,NCM,44,6123,0.001024284
RMTI,Health Care,8.68,200,311172,8.65,100,1.03,-0.16,2.39,1.93,-1.92,5.11,-0.0181,USD,8.86,8.6,8.60 - 8.86,NA,NA,NA,-1.95E+07,-0.39,-0.36,-0.09,-0.31,NA,4.61E+07,10.58,5/2/17,8.66,100,12:16pm - <b>8.66</b>,3.55,4.46E+08,6.27,6.73,"Rockwell Medical, Inc.",8.86,NA,-1.2,0.3811,0.2873,-0.1815,1.4394,8.82,8.58,NA,NA,8.53,3.55 - 10.58,5.33E+07,5.15E+07,38.7,NGM,3.5,103671,0.007816067
RNET,Consumer Services,19.2,100,53961,19.1,200,6.27,0.1,-0.18,-1.39,-4.75,8.29,0.0052,USD,19.2,18.9,18.90 - 19.20,NA,NA,NA,2.98E+07,-0.65,-0.2,-0.06,0.05,NA,1.01E+07,23.9,5/2/17,19.15,100,12:15pm - <b>19.15</b>,10.86,3.44E+08,19.33,20.54,"RigNet, Inc.",19.05,NA,-4.99,-0.0092,-0.0677,-0.1987,0.7634,19.05,3.04,NA,383,1.55,10.86 - 23.90,2.21E+08,1.80E+07,2.57,NMS,22,13866,0.001388892
RNVA,Health Care,0.8499,4800,3117970,0.82,200,-5.316,-0.0847,0.1774,-0.6347,-33.985,0.0153,-0.094111,USD,0.9,0.8,0.8000 - 0.9000,NA,NA,NA,-2.83E+07,-30.172,-4.3,0,-3,NA,5.54E+06,34.8003,5/2/17,0.8153,100,12:16pm - <b>0.8153</b>,0.8,4.71E+06,0.6379,1.45,"Rennova Health, Inc.",0.88,NA,0,0.278164,-0.437724,-0.976572,0.019125,0.9,NA,NA,NA,0.992,0.8000 - 34.8003,5.25E+06,5.78E+06,0.29,NCM,555,288615,-0.007398858
RNWK,Technology,4.66,1800,57407,4.64,100,2.36,0.03,-0.12,0.1,-0.79,0.69,0.0065,USD,4.77,4.58,4.58 - 4.77,8/23/11,0,0,-2.64E+07,-0.99,-0.57,-0.16,-0.23,8/24/11,1.98E+07,5.45,5/2/17,4.66,100,11:53am - <b>4.66</b>,3.97,1.73E+08,4.78,4.56,"RealNetworks, Inc.",4.67,NA,0,-0.026,0.0224,-0.145,0.1738,4.63,1.96,NA,NA,1.42,3.97 - 5.45,1.20E+08,3.70E+07,31.62,NMS,6.5,14400,-0.001361414
ROCK,Capital Goods,39.25,300,219393,39.15,200,14.61,0.05,-2.24,-0.48,-8.85,15.08,0.0013,USD,39.55,38.85,38.85 - 39.55,NA,0,0,1.21E+08,1.05,1.8,0.52,2.07,12/30/08,3.14E+07,48.05,5/2/17,39.2,100,12:12pm - <b>39.20</b>,24.12,1.24E+09,41.44,39.68,"Gibraltar Industries, Inc.",39.15,37.37,1.09,-0.0541,-0.0122,-0.1842,0.6252,39.15,2.68,21.78,18.94,1.23,24.12 - 48.05,1.01E+09,3.15E+07,5.31,NMS,51,75756,-0.002166081
ROIA,Consumer Services,3.05,500,1593,2.95,600,-1.47,0,0.16,-0.14,-0.57,0.96,0,USD,NA,NA,NA,NA,NA,NA,1.24E+08,-0.01,0,0,NA,NA,2.40E+07,3.57,5/1/17,3,NA,3:32pm - <b>3.00</b>,2.04,1.45E+08,2.84,3.14,"Radio One, Inc.",3,NA,0,0.0556,-0.0436,-0.1597,0.4706,3,NA,NA,NA,0.32,2.04 - 3.57,4.56E+08,4.83E+07,0.42,NCM,NA,148,0.002782213
ROIAK,Consumer Services,3,1100,74084,2.95,8300,-1.47,-0.05,0.07,-0.2,-0.61,0.95,-0.0167,USD,3,2.9,2.90 - 3.00,NA,NA,NA,1.24E+08,-0.01,0.24,0,NA,NA,2.40E+07,3.56,5/2/17,2.95,100,11:40am - <b>2.95</b>,2,1.42E+08,2.88,3.15,"Radio One, Inc.",3,NA,0,0.0255,-0.0643,-0.1713,0.475,3,NA,NA,NA,0.32,2.00 - 3.56,4.56E+08,4.83E+07,22.19,NCM,6,2711,0.002885815
ROIC,Consumer Services,20.93,1300,812077,20.92,1400,10.77,0.02,0.06,-0.23,-2.13,2.47,0.001,USD,21,20.74,20.74 - 21.00,3/30/17,0.75,3.64,1.59E+08,0.32,0.38,0.1,0.45,3/14/17,1.07E+08,23.05,5/2/17,20.92,100,12:16pm - <b>20.92</b>,18.45,2.30E+09,20.86,21.15,Retail Opportunity Investments,20.94,64.97,6.88,0.003,-0.0107,-0.0924,0.1339,20.9,1.94,55.05,46.49,9.28,18.45 - 23.05,2.47E+08,1.10E+08,8.5,NMS,23.77,333306,-1.74E-04
ROKA,Capital Goods,3.74,100,101457,3.63,100,7.37,0.11,-0.66,0.07,-12.24,0.81,0.0301,USD,3.76,3.64,3.64 - 3.76,NA,NA,NA,-2.37E+07,-17.42,-17.24,0,-4.44,NA,1.72E+06,16,5/2/17,3.76,100,9:59am - <b>3.76</b>,2.95,1.88E+07,4.42,3.69,"Roka Bioscience, Inc.",3.64,NA,0,-0.1494,0.0189,-0.765,0.2746,3.65,0.5,NA,NA,2.52,2.95 - 16.00,7.24E+06,5.01E+06,1.98,NGM,10,787,-0.003032076
ROLL,Capital Goods,100.43,100,100525,100.2,100,29.07,-0.27,11.51,5.85,-1.78,32.24,-0.0027,USD,101.16,99.85,99.85 - 101.16,6/13/14,0,0,1.47E+08,2.88,3.16,0.86,3.64,5/28/14,2.29E+07,102.01,5/2/17,100.23,100,12:07pm - <b>100.23</b>,67.99,2.36E+09,88.72,94.38,RBC Bearings Incorporated,100.78,34.81,2.92,0.1297,0.062,-0.0175,0.4742,100.5,3.46,31.72,27.54,3.84,67.99 - 102.01,6.17E+08,2.36E+07,6.77,NMS,94.5,12323,0.001307328
ROSG,Health Care,2.47,700,92780,2.41,100,2.4,0,-3.29,-0.71,-16.13,0.2,0,USD,2.53,2.4,2.40 - 2.53,NA,NA,NA,-1.48E+07,-9.31,-5.64,0,-3.96,NA,1.86E+06,18.6,5/2/17,2.47,100,11:55am - <b>2.47</b>,2.27,4.61E+06,5.76,3.18,Rosetta Genomics Ltd.,2.5,NA,-0.03,-0.5714,-0.2233,-0.8672,0.0881,2.47,1.03,NA,NA,0.5,2.27 - 18.60,9.23E+06,1.87E+06,2.52,NCM,24,20810,-0.016448984
